Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
1784,12773,1/11/2011,Low,15,67.41,0.04,Regular Air,-49.6,4.14,6.6,Greg Guthrie,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,Eldon Image Series Black Desk Accessories,Small Box,0.49,1/20/2011
1785,12773,1/11/2011,Low,19,130.67,0.05,Regular Air,-77.18,6.48,7.86,Greg Guthrie,Prince Edward Island,Atlantic,Corporate,Office Supplies,Paper,Xerox 213,Small Box,0.37,1/16/2011
1786,12773,1/11/2011,Low,21,77.62,0.01,Regular Air,-50.88,3.28,3.97,Greg Guthrie,Prince Edward Island,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,1/16/2011
1811,12934,3/5/2009,Not Specified,27,96.99,0.02,Express Air,-66.35,3.28,3.97,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56,3/6/2009
1826,13120,12/14/2009,Low,46,590.43,0.09,Regular Air,82.59,12.95,4.98,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,GBC Binding covers,Small Box,0.4,12/21/2009
1827,13120,12/14/2009,Low,8,216.33,0,Regular Air,-17.37,24.92,12.98,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,12/14/2009
1896,13604,2/2/2009,Not Specified,38,3152.75,0.04,Regular Air,1166.4,83.1,6.13,Erica Bern,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box,0.45,2/4/2009
1897,13604,2/2/2009,Not Specified,42,3609.88,0.07,Regular Air,-1396.22,90.98,56.2,Erica Bern,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Medium Box,0.74,2/5/2009
1947,13927,8/26/2009,Low,26,188.05,0.04,Express Air,-21.41,6.48,5.16,Dan Reichenbach,Prince Edward Island,Atlantic,Corporate,Office Supplies,Paper,Xerox 1985,Small Box,0.37,9/2/2009
2104,15044,3/6/2012,Low,42,1681.6,0.07,Regular Air,167.37,39.99,10.25,Erica Bern,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Small Box,0.55,3/10/2012
2124,15139,11/19/2009,High,17,5203.9,0.07,Delivery Truck,636.2,300.98,64.73,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.56,11/21/2009
2125,15139,11/19/2009,High,33,744.12,0.01,Delivery Truck,-1163.21,20.98,45,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Sand",Jumbo Drum,0.61,11/19/2009
2158,15463,7/24/2010,Low,48,293.3,0.04,Express Air,-193.48,5.98,7.5,Evan Minnotte,Prince Edward Island,Atlantic,Corporate,Office Supplies,Paper,Xerox 1920,Small Box,0.4,7/26/2010
2164,15618,8/4/2010,Medium,9,50.93,0.06,Regular Air,-34.98,5.28,6.26,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Paper,Xerox 1928,Small Box,0.4,8/7/2010
2165,15618,8/4/2010,Medium,44,792.8,0.08,Regular Air,26.27,18.97,9.54,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Paper,Xerox 1939,Small Box,0.37,8/6/2010
2166,15618,8/4/2010,Medium,14,782.4505,0.06,Regular Air,-11.4,65.99,3.99,Joy Smith,Prince Edward Island,Atlantic,Consumer,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,8/6/2010
2227,16100,3/7/2011,Medium,44,226.18,0.01,Regular Air,-115.54,4.82,5.72,Paul Gonzalez,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers,Small Pack,0.47,3/8/2011
2269,16320,10/20/2011,Not Specified,17,1856.9695,0,Regular Air,176.87,125.99,8.08,Filia McAdams,Prince Edward Island,Atlantic,Small Business,Technology,Telephones and Communication,M3682,Small Box,0.57,10/22/2011
2278,16419,8/4/2009,Not Specified,43,241.19,0.08,Regular Air,-103.65,5.78,5.67,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Paper,Xerox 1978,Small Box,0.36,8/5/2009
2362,17090,4/28/2010,Low,30,4177.52,0.04,Delivery Truck,-443.78,140.98,36.09,Greg Guthrie,Prince Edward Island,Atlantic,Corporate,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,4/30/2010
2363,17090,4/28/2010,Low,26,3351.08,0.05,Delivery Truck,-1086.43,122.99,70.2,Greg Guthrie,Prince Edward Island,Atlantic,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,5/3/2010
2391,17315,4/22/2009,Low,29,159.11,0.07,Regular Air,64.01,5.43,0.95,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",Wrap Bag,0.36,4/26/2009
2395,17376,12/4/2011,High,44,1127.81,0.1,Regular Air,425.08,28.48,1.99,Joy Smith,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,12/6/2011
2506,18210,8/6/2010,Not Specified,27,9293.82,0.08,Regular Air,2437.17,363.25,19.99,Greg Guthrie,Prince Edward Island,Atlantic,Small Business,Office Supplies,Appliances,Hoover WindTunnel™ Plus Canister Vacuum,Small Box,0.57,8/7/2010
2507,18210,8/6/2010,Not Specified,27,80.79,0,Regular Air,12.58,2.88,0.7,Greg Guthrie,Prince Edward Island,Atlantic,Small Business,Office Supplies,Pens & Art Supplies,Newell 335,Wrap Bag,0.56,8/7/2010
2514,18273,9/15/2011,Low,18,925.03,0.06,Regular Air,-3.68,49.99,19.99,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,Zoom V.92 USB External Faxmodem,Small Box,0.41,9/17/2011
2600,18788,10/2/2009,Not Specified,27,566.12,0.03,Regular Air,-19.33,19.99,11.17,Joy Smith,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp,Large Box,0.6,10/3/2009
2633,19073,6/24/2009,Not Specified,16,178.4,0.04,Regular Air,20.08,10.64,5.16,Chuck Magee,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Small Box,0.57,6/25/2009
2634,19073,6/24/2009,Not Specified,40,115.01,0.03,Express Air,5.81,2.78,1.34,Chuck Magee,Prince Edward Island,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.45,6/26/2009
2678,19365,1/16/2011,Medium,29,181.83,0.03,Regular Air,-43.36,5.98,5.2,Filia McAdams,Prince Edward Island,Atlantic,Small Business,Office Supplies,Paper,Xerox 1992,Small Box,0.36,1/17/2011
2716,19617,1/20/2012,Low,38,952.47,0.03,Regular Air,270.69,23.99,6.3,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Technology,Office Machines,TI 36X Solar Scientific Calculator,Medium Box,0.38,1/22/2012
2717,19617,1/20/2012,Low,3,171.9635,0.07,Regular Air,-296.37,65.99,8.99,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Technology,Telephones and Communication,V 3600 Series,Small Box,0.58,1/20/2012
2770,20033,5/21/2010,Critical,5,2543.95,0.04,Regular Air,-1011.32,499.99,24.49,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,5/23/2010
2930,21223,3/15/2012,Not Specified,3,317.95,0.1,Delivery Truck,-144.43,100.98,26.22,Harold Engle,Prince Edward Island,Atlantic,Consumer,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,Jumbo Box,0.6,3/16/2012
2931,21223,3/15/2012,Not Specified,8,435.29,0.03,Regular Air,122.41,51.65,18.45,Harold Engle,Prince Edward Island,Atlantic,Consumer,Furniture,Office Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Medium Box,0.65,3/16/2012
2950,21378,8/7/2011,Medium,34,937.04,0.08,Regular Air,391.6,28.53,1.49,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,8/8/2011
2951,21378,8/7/2011,Medium,17,1616.64,0.07,Regular Air,26.94,99.99,19.99,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem,Small Box,0.5,8/10/2011
2984,21542,5/21/2011,High,18,404.3,0.04,Regular Air,-27.34,21.38,8.99,Frank Atkinson,Prince Edward Island,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,5/22/2011
2985,21542,5/21/2011,High,43,11674.968,0.05,Delivery Truck,715.18,348.21,84.84,Frank Atkinson,Prince Edward Island,Atlantic,Corporate,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box,0.66,5/22/2011
3133,22469,10/11/2010,High,24,1482.81,0.03,Regular Air,-678.63,60.98,49,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Large Box,0.59,10/13/2010
3134,22469,10/11/2010,High,23,6693.28,0.02,Regular Air,40.32,290.98,69,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Furniture,Tables,Hon 5100 Series Wood Tables,Large Box,0.67,10/13/2010
3155,22656,12/22/2010,Not Specified,10,309.3,0.05,Express Air,-77.89,30.98,6.5,Evan Minnotte,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,Belkin ErgoBoard™ Keyboard,Small Box,0.64,12/24/2010
3163,22695,7/3/2009,Low,44,444.52,0.02,Regular Air,161.13,10.06,2.06,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Paper,Riverleaf Stik-Withit® Designer Note Cubes®,Wrap Bag,0.39,7/8/2009
3214,23076,5/27/2009,Critical,50,742.21,0.03,Regular Air,122.21,14.2,5.3,Dan Reichenbach,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,Coloredge Poster Frame,Wrap Bag,0.46,5/28/2009
3360,24038,6/20/2011,High,15,896.1805,0,Express Air,82.04,65.99,5.26,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Technology,Telephones and Communication,8860,Small Box,0.56,6/22/2011
3365,24067,8/22/2012,High,19,120.56,0.07,Regular Air,-79.35,5.98,7.5,Frank Atkinson,Prince Edward Island,Atlantic,Corporate,Office Supplies,Paper,Xerox 1920,Small Box,0.4,8/23/2012
3366,24067,8/22/2012,High,46,2640.6865,0.03,Express Air,751.38,65.99,5.92,Frank Atkinson,Prince Edward Island,Atlantic,Corporate,Technology,Telephones and Communication,252,Small Box,0.55,8/23/2012
3420,24388,1/26/2011,Critical,15,8662.34,0,Delivery Truck,-704.66,549.99,49,Erica Bern,Prince Edward Island,Atlantic,Corporate,Technology,Copiers and Fax,Sharp 1540cs Digital Laser Copier,Jumbo Drum,0.35,1/27/2011
3428,24451,12/3/2012,Critical,24,1689.97,0.06,Delivery Truck,-564.74,68.81,60,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,12/4/2012
3487,24806,9/6/2010,Not Specified,20,112.03,0.05,Regular Air,-57.99,5.18,5.74,Filia McAdams,Prince Edward Island,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box,0.36,9/8/2010
3505,24965,3/29/2011,Low,6,2528.49,0.07,Express Air,580.15,420.98,19.99,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,4/3/2011
3506,24965,3/29/2011,Low,42,1146.11,0.09,Regular Air,330.63,29.18,8.55,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Small Box,0.42,3/29/2011
3533,25154,8/20/2010,High,16,102.5,0.1,Regular Air,13.84,6.68,1.5,Giulietta Baptist,Prince Edward Island,Atlantic,Home Office,Office Supplies,Pens & Art Supplies,Sanford Liquid Accent Highlighters,Wrap Bag,0.48,8/21/2010
3549,25315,12/2/2010,Low,36,7783.36,0.07,Express Air,3506.24,225.04,11.79,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Medium Box,0.42,12/2/2010
3550,25315,12/2/2010,Low,21,61.76,0,Regular Air,4.34,2.84,0.93,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent™ Tank-Style Highlighters,Wrap Bag,0.54,12/2/2010
3551,25315,12/2/2010,Low,36,1280.34,0,Delivery Truck,-1048.25,31.76,45.51,Joy Smith,Prince Edward Island,Atlantic,Consumer,Furniture,Tables,Hon iLevel™ Computer Training Table,Jumbo Box,0.65,12/4/2010
3559,25376,3/26/2011,Critical,12,76.61,0.09,Regular Air,-31.83,6.28,5.29,Greg Guthrie,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,"Eldon® 200 Class™ Desk Accessories, Burgundy",Small Box,0.43,3/27/2011
3662,26240,12/19/2009,Critical,38,1483.44,0.04,Regular Air,439.77,39.48,1.99,Carlos Soltero,Prince Edward Island,Atlantic,Consumer,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,12/22/2009
3663,26240,12/19/2009,Critical,39,145.68,0.04,Regular Air,12,3.7,1.61,Carlos Soltero,Prince Edward Island,Atlantic,Consumer,Furniture,Office Furnishings,3M Hangers With Command Adhesive,Wrap Bag,0.44,12/20/2009
3753,26791,4/29/2011,Low,45,500.48,0.08,Regular Air,-48.2,11.29,5.03,Harold Engle,Prince Edward Island,Atlantic,Home Office,Office Supplies,Storage & Organization,X-Rack™ File for Hanging Folders,Small Box,0.59,5/6/2011
4042,28836,10/24/2010,High,50,8221.2935,0.06,Regular Air,2342.21,195.99,4.2,Erica Bern,Prince Edward Island,Atlantic,Corporate,Technology,Telephones and Communication,688,Small Box,0.6,10/25/2010
4043,28836,10/24/2010,High,7,1158.26,0.06,Regular Air,170.08,172.99,19.99,Erica Bern,Prince Edward Island,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,Ibico EB-19 Dual Function Manual Binding System,Small Box,0.39,10/26/2010
4072,28995,5/12/2010,High,34,667.35,0.04,Regular Air,80.92,19.98,8.68,Hilary Holden,Prince Edward Island,Atlantic,Corporate,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,5/13/2010
4085,29121,4/11/2010,Medium,31,3206.965,0.08,Regular Air,575.33,125.99,7.69,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58,4/13/2010
4126,29319,1/24/2009,Low,21,4429.69,0.03,Express Air,983.55,199.99,24.49,Filia McAdams,Prince Edward Island,Atlantic,Small Business,Technology,Copiers and Fax,Canon PC-428 Personal Copier,Large Box,0.46,1/26/2009
4137,29382,11/17/2010,High,42,239.35,0.05,Regular Air,78.96,5.68,1.39,Greg Guthrie,Prince Edward Island,Atlantic,Small Business,Office Supplies,Envelopes,Staples Standard Envelopes,Small Box,0.38,11/20/2010
4138,29382,11/17/2010,High,34,684.66,0.07,Express Air,35.09,19.98,10.49,Greg Guthrie,Prince Edward Island,Atlantic,Small Business,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box,0.49,11/19/2010
4151,29445,9/29/2010,High,28,2531.35,0.09,Delivery Truck,415.55,90.97,28,Harold Engle,Prince Edward Island,Atlantic,Consumer,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,Jumbo Drum,0.38,10/1/2010
4187,29762,8/3/2010,Critical,15,22.45,0.03,Regular Air,0.78,1.48,0.7,Philip Brown,Prince Edward Island,Atlantic,Home Office,Office Supplies,Rubber Bands,Binder Clips by OIC,Wrap Bag,0.37,8/5/2010
4229,30048,6/13/2011,Medium,44,7765.13,0.06,Delivery Truck,433.63,180.98,55.24,Helen Abelman,Prince Edward Island,Atlantic,Home Office,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Jumbo Drum,0.57,6/15/2011
4249,30243,5/5/2010,Critical,44,2435.32,0.09,Regular Air,650.56,60.22,3.5,Hilary Holden,Prince Edward Island,Atlantic,Corporate,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Small Box,0.57,5/7/2010
4250,30243,5/5/2010,Critical,21,4242.76,0.07,Regular Air,340.88,199.99,24.49,Hilary Holden,Prince Edward Island,Atlantic,Corporate,Technology,Copiers and Fax,Canon PC-428 Personal Copier,Large Box,0.46,5/7/2010
4267,30372,8/30/2010,High,1,14.4,0.1,Regular Air,-7.39,12.22,2.85,Christopher Schild,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.55,9/1/2010
4282,30499,10/30/2012,High,16,92.06,0.1,Regular Air,5.66,5.98,2.5,Carlos Soltero,Prince Edward Island,Atlantic,Consumer,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,Small Box,0.36,11/1/2012
4283,30499,10/30/2012,High,33,199.62,0.01,Regular Air,42.34,5.84,1.2,Carlos Soltero,Prince Edward Island,Atlantic,Consumer,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,11/1/2012
4529,32199,7/15/2009,High,1,3672.89,0.01,Regular Air,-3061.82,3499.99,24.49,Erica Bern,Prince Edward Island,Atlantic,Corporate,Technology,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,Large Box,0.37,7/16/2009
4530,32199,7/15/2009,High,8,46.97,0.03,Regular Air,-0.01,5.84,1.2,Erica Bern,Prince Edward Island,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,7/17/2009
4546,32327,8/7/2012,Low,45,20333.816,0.02,Delivery Truck,-1430.45,550.98,147.12,Erica Bern,Prince Edward Island,Atlantic,Small Business,Furniture,Tables,"Chromcraft Bull-Nose Wood 48 x 96"""" Rectangular Conference Tables""""",Jumbo Box,0.8,8/14/2012
4594,32676,2/1/2009,Critical,37,1697.44,0.06,Regular Air,523.43,45.19,1.99,Joy Smith,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Small Pack,0.55,2/4/2009
4611,32835,7/7/2012,Medium,15,572.4325,0.05,Regular Air,-19.44,45.99,4.99,Joy Smith,Prince Edward Island,Atlantic,Corporate,Technology,Telephones and Communication,KF 788,Small Box,0.56,7/9/2012
4613,32869,3/27/2009,Medium,41,322.03,0.06,Regular Air,-82.83,8.12,2.83,Christopher Schild,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77,3/28/2009
4614,32869,3/27/2009,Medium,49,2470.84,0.05,Regular Air,25.04,51.65,18.45,Christopher Schild,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Medium Box,0.65,3/28/2009
4615,32869,3/27/2009,Medium,2,15.26,0.01,Regular Air,-7.51,6.68,1.5,Christopher Schild,Prince Edward Island,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Sanford Liquid Accent Highlighters,Wrap Bag,0.48,3/28/2009
4616,32869,3/27/2009,Medium,39,5250.6625,0.1,Regular Air,930.99,175.99,8.99,Christopher Schild,Prince Edward Island,Atlantic,Corporate,Technology,Telephones and Communication,2180,Small Box,0.57,3/28/2009
4748,33763,9/23/2010,Not Specified,23,10791.38,0.08,Regular Air,-234.79,499.99,24.49,Evan Minnotte,Prince Edward Island,Atlantic,Corporate,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,9/25/2010
4792,34048,3/28/2011,Low,1,26.68,0.04,Regular Air,-10.74,22.23,3.63,Christopher Schild,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,"Executive Impressions 14 Contract Wall Clock""""",Small Pack,0.52,3/30/2011
4823,34275,7/1/2009,Low,27,123.46,0.07,Regular Air,26.66,4.84,0.71,Greg Guthrie,Prince Edward Island,Atlantic,Small Business,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,7/3/2009
4844,34438,12/11/2010,High,28,588.54,0.04,Regular Air,-30.72,20.15,8.99,Harold Engle,Prince Edward Island,Atlantic,Consumer,Office Supplies,Pens & Art Supplies,Boston 19500 Mighty Mite Electric Pencil Sharpener,Small Pack,0.58,12/12/2010
4901,34880,9/16/2009,High,44,284.38,0.04,Regular Air,-62.43,6.48,5.19,Philip Brown,Prince Edward Island,Atlantic,Home Office,Office Supplies,Paper,Xerox 1995,Small Box,0.37,9/17/2009
4912,34978,2/4/2011,High,49,165.51,0.08,Regular Air,-269.91,3.52,6.83,Carlos Soltero,Prince Edward Island,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,Self-Adhesive Ring Binder Labels,Small Box,0.38,2/6/2011
4945,35141,9/11/2010,Medium,29,2046.81,0.02,Regular Air,469.28,67.28,19.99,Jennifer Braxton,Prince Edward Island,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,Catalog Binders with Expanding Posts,Small Box,0.4,9/12/2010
4962,35300,3/2/2010,Medium,10,28.81,0.02,Regular Air,7.15,2.89,0.49,Dan Reichenbach,Prince Edward Island,Atlantic,Corporate,Office Supplies,Labels,*Staples* Packaging Labels,Small Box,0.38,3/3/2010
4963,35300,3/2/2010,Medium,35,1445.6,0.08,Regular Air,126.03,41.32,8.66,Dan Reichenbach,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Medium Box,0.76,3/5/2010
4996,35558,9/15/2009,Critical,2,34.88,0.09,Regular Air,-22.12,13.79,8.78,Carlos Soltero,Prince Edward Island,Atlantic,Consumer,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock,Small Box,0.43,9/17/2009
5091,36293,12/30/2010,Medium,13,1272.83,0.04,Regular Air,250.47,100.98,7.18,Carlos Soltero,Prince Edward Island,Atlantic,Small Business,Technology,Computer Peripherals,Logitech Cordless Elite Duo,Small Box,0.4,1/10/2011
5092,36293,12/30/2010,Medium,25,165.36,0.09,Express Air,-94.79,6.48,7.49,Carlos Soltero,Prince Edward Island,Atlantic,Small Business,Office Supplies,Paper,Xerox 220,Small Box,0.37,1/14/2011
5128,36516,7/25/2011,Medium,9,883.37,0.1,Regular Air,51.3,100.98,7.18,Giulietta Baptist,Prince Edward Island,Atlantic,Home Office,Technology,Computer Peripherals,Logitech Cordless Elite Duo,Small Box,0.4,7/28/2011
5147,36677,12/23/2009,Low,38,23255.61,0,Regular Air,-734.33,599.99,24.49,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Technology,Copiers and Fax,Canon Image Class D660 Copier,Large Box,0.44,12/25/2009
5223,37185,10/31/2012,High,8,23.19,0.02,Regular Air,-13.27,2.6,2.4,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58,11/1/2012
5329,37888,12/22/2009,Critical,31,639.19,0.09,Regular Air,274.9,20.98,1.49,Hilary Holden,Prince Edward Island,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,Avery Legal 4-Ring Binder,Small Box,0.35,12/24/2009
5387,38310,4/14/2012,High,4,62.45,0.08,Regular Air,-141.76,3.48,49,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Office Supplies,Appliances,Hoover® Commercial Lightweight Upright Vacuum,Large Box,0.59,4/17/2012
5702,40327,5/13/2011,Medium,42,152.55,0.06,Regular Air,-20.27,3.69,2.5,Erica Bern,Prince Edward Island,Atlantic,Corporate,Office Supplies,Envelopes,Colored Envelopes,Small Box,0.39,5/15/2011
5703,40327,5/13/2011,Medium,36,152.96,0.09,Regular Air,-123.87,4.28,5.74,Erica Bern,Prince Edward Island,Atlantic,Corporate,Office Supplies,Paper,Xerox 1953,Small Box,0.4,5/15/2011
5714,40480,12/7/2011,Critical,19,7608.88,0.06,Express Air,3049.45,420.98,19.99,Harold Engle,Prince Edward Island,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,12/7/2011
5715,40480,12/7/2011,Critical,50,1270.03,0.1,Regular Air,221.81,26.48,6.93,Harold Engle,Prince Edward Island,Atlantic,Home Office,Furniture,Office Furnishings,DAX Natural Wood-Tone Poster Frame,Small Box,0.49,12/9/2011
5741,40800,12/4/2010,Not Specified,18,101.34,0.06,Regular Air,26.11,5.68,1.39,Jim Sink,Prince Edward Island,Atlantic,Corporate,Office Supplies,Envelopes,Staples Standard Envelopes,Small Box,0.38,12/6/2010
5750,40835,11/24/2009,High,26,393.59,0.06,Regular Air,-8.08,15.01,8.4,Jennifer Braxton,Prince Edward Island,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,0.39,11/26/2009
5751,40835,11/24/2009,High,14,551.18,0.09,Regular Air,-326.97,40.48,19.99,Jennifer Braxton,Prince Edward Island,Atlantic,Small Business,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Small Box,0.77,11/26/2009
5752,40835,11/24/2009,High,1,18.73,0.05,Regular Air,-6.68,12.28,6.13,Jennifer Braxton,Prince Edward Island,Atlantic,Small Business,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,0.57,11/25/2009
5759,40871,9/13/2011,Not Specified,32,294.04,0.03,Regular Air,-5.53,8.85,5.6,Joy Smith,Prince Edward Island,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,Small Box,0.36,9/15/2011
5760,40871,9/13/2011,Not Specified,18,2022.65,0.05,Delivery Truck,-157.63,110.98,30,Joy Smith,Prince Edward Island,Atlantic,Corporate,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with White Frame,Jumbo Drum,0.71,9/15/2011
5857,41570,12/3/2010,Not Specified,24,2289.92,0.09,Regular Air,1037.55,104.85,4.65,Harold Engle,Prince Edward Island,Atlantic,Consumer,Office Supplies,Paper,Xerox 1941,Small Box,0.37,12/5/2010
5922,41991,12/18/2011,Low,36,1773.86,0.06,Delivery Truck,133.3,50.98,14.19,Philip Brown,Prince Edward Island,Atlantic,Corporate,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.56,12/23/2011
